facility_id,timestamp,electricity_kwh,water_liters,hvac_kwh,lighting_kwh,solar_generation_kwh,power_factor,temperature,humidity
FAC-002,2026-07-01 05:00:00,261.33,536.0,130.04,52.43,0.0,0.94,20.3,39.3
FAC-002,2026-07-01 06:00:00,272.66,684.5,120.26,61.49,0.0,0.83,23.3,58.3
FAC-002,2026-07-01 07:00:00,275.23,597.4,121.62,59.44,0.0,0.98,23.5,58.5
FAC-002,2026-07-01 08:00:00,671.72,1523.2,375.66,147.03,41.84,0.95,24.3,59.3
FAC-002,2026-07-01 09:00:00,689.38,1549.3,296.47,152.86,93.84,0.93,26.9,52.2
FAC-002,2026-07-01 10:00:00,674.03,1785.7,373.59,164.89,119.53,0.95,26.2,45.7
FAC-002,2026-07-01 11:00:00,676.84,1690.3,330.12,158.85,150.68,0.85,28.7,48.5
FAC-002,2026-07-01 12:00:00,711.05,1750.5,387.79,151.42,170.55,0.97,28.5,45.0
FAC-002,2026-07-01 13:00:00,803.7,2168.8,384.63,166.5,144.53,0.93,27.5,45.1
FAC-002,2026-07-01 14:00:00,713.44,1543.0,361.84,166.98,155.21,0.98,28.3,47.1
FAC-002,2026-07-01 15:00:00,805.61,1871.5,440.66,170.28,114.89,0.95,25.5,56.5
FAC-002,2026-07-01 16:00:00,753.65,1683.9,341.0,153.83,78.32,0.97,24.2,46.6
FAC-002,2026-07-01 17:00:00,743.8,1971.1,393.59,160.6,46.58,0.92,24.8,53.5
FAC-002,2026-07-01 18:00:00,667.72,1563.3,317.31,144.52,0.0,0.97,21.0,46.3
FAC-002,2026-07-01 19:00:00,642.72,1717.2,297.25,144.49,0.0,0.95,21.9,37.7
FAC-002,2026-07-01 20:00:00,283.02,580.4,156.96,52.88,0.0,0.93,18.0,47.6
FAC-002,2026-07-01 21:00:00,243.74,648.6,123.96,48.6,0.0,0.94,18.3,40.5
FAC-002,2026-07-01 22:00:00,260.17,680.7,121.65,61.56,0.0,0.95,17.1,55.7
FAC-002,2026-07-01 23:00:00,254.51,601.5,118.21,55.36,0.0,0.95,16.9,40.3
FAC-002,2026-07-02 00:00:00,260.31,600.7,119.64,57.49,0.0,0.95,15.1,38.9
FAC-002,2026-07-02 01:00:00,261.2,626.5,126.31,47.67,0.0,0.96,16.8,39.4
FAC-002,2026-07-02 02:00:00,277.13,664.6,153.29,52.52,0.0,0.93,16.3,38.6
FAC-002,2026-07-02 03:00:00,265.42,695.9,119.09,47.95,0.0,0.93,17.3,49.6
FAC-002,2026-07-02 04:00:00,246.55,578.9,113.16,47.62,0.0,0.97,17.5,48.0
FAC-002,2026-07-02 05:00:00,283.55,695.5,143.66,60.39,0.0,0.98,19.9,40.9
FAC-002,2026-07-02 06:00:00,264.19,551.8,139.16,56.86,0.0,0.97,21.4,51.6
FAC-002,2026-07-02 07:00:00,280.44,750.5,151.4,60.79,0.0,0.95,24.3,40.5
FAC-002,2026-07-02 08:00:00,660.51,1516.7,346.22,137.56,42.26,0.94,25.7,41.3
FAC-002,2026-07-02 09:00:00,652.43,1373.2,363.84,135.3,78.66,0.96,26.0,45.8
FAC-002,2026-07-02 10:00:00,703.71,1498.2,348.77,134.03,110.56,0.93,26.3,41.3
FAC-002,2026-07-02 11:00:00,786.51,1723.3,425.58,154.26,139.91,0.86,27.9,57.5
FAC-002,2026-07-02 12:00:00,791.72,1712.1,421.95,149.56,154.6,0.94,28.2,45.3
FAC-002,2026-07-02 13:00:00,720.71,1646.1,401.13,141.36,167.05,0.93,27.2,51.5
FAC-002,2026-07-02 14:00:00,763.07,1923.8,377.3,176.47,132.58,0.98,26.1,52.9
FAC-002,2026-07-02 15:00:00,743.34,1771.5,332.87,160.17,111.13,0.97,26.2,59.8
FAC-002,2026-07-02 16:00:00,772.85,1645.0,374.01,180.65,77.94,0.93,26.0,43.7
FAC-002,2026-07-02 17:00:00,725.36,1658.5,367.18,148.7,45.69,0.93,22.4,36.8
FAC-002,2026-07-02 18:00:00,643.5,1434.2,331.11,130.65,0.0,0.94,22.7,47.8
FAC-002,2026-07-02 19:00:00,578.26,1562.8,286.47,127.74,0.0,0.92,21.5,41.0
FAC-002,2026-07-02 20:00:00,243.68,612.4,127.99,59.78,0.0,0.95,20.3,46.8
FAC-002,2026-07-02 21:00:00,394.43,823.0,194.31,76.91,0.0,0.96,17.8,55.4
FAC-002,2026-07-02 22:00:00,268.88,629.4,116.06,61.48,0.0,0.96,16.4,57.9
FAC-002,2026-07-02 23:00:00,271.24,575.3,116.79,66.38,0.0,0.93,15.8,40.4
FAC-002,2026-07-03 00:00:00,261.59,686.3,113.65,52.94,0.0,0.97,16.6,42.8
FAC-002,2026-07-03 01:00:00,254.39,609.4,136.9,63.25,0.0,0.92,15.7,49.5
FAC-002,2026-07-03 02:00:00,282.73,735.7,134.99,68.95,0.0,0.97,17.2,51.0
FAC-002,2026-07-03 03:00:00,266.27,692.1,148.64,61.58,0.0,0.98,16.5,47.1
FAC-002,2026-07-03 04:00:00,277.9,672.4,135.53,61.13,0.0,0.92,20.0,38.9
FAC-002,2026-07-03 05:00:00,267.95,735.7,120.94,50.55,0.0,0.95,19.5,51.7
FAC-002,2026-07-03 06:00:00,270.06,626.6,119.22,65.5,0.0,0.94,21.7,56.6
FAC-002,2026-07-03 07:00:00,255.7,566.9,138.67,60.01,0.0,0.96,24.5,35.1
FAC-002,2026-07-03 08:00:00,607.95,1506.9,286.92,136.88,48.29,0.98,25.1,46.3
FAC-002,2026-07-03 09:00:00,972.39,2030.4,632.05,225.15,87.58,0.93,25.6,37.0
FAC-002,2026-07-03 10:00:00,707.95,1613.9,334.67,163.13,124.27,0.97,27.6,48.8
FAC-002,2026-07-03 11:00:00,1096.01,2434.9,712.41,260.04,147.86,0.93,27.7,42.4
FAC-002,2026-07-03 12:00:00,714.56,1927.7,398.08,134.02,172.34,0.96,27.8,50.8
FAC-002,2026-07-03 13:00:00,742.15,1667.2,374.91,159.47,160.62,0.95,26.5,41.3
FAC-002,2026-07-03 14:00:00,717.94,1605.5,384.59,131.18,150.04,0.98,26.6,47.9
FAC-002,2026-07-03 15:00:00,762.75,1747.3,339.34,190.53,118.73,0.97,27.2,46.4
FAC-002,2026-07-03 16:00:00,686.8,1472.9,370.87,158.99,81.05,0.94,24.3,46.4
FAC-002,2026-07-03 17:00:00,690.31,1815.3,348.1,170.31,45.12,0.96,23.0,49.4
FAC-002,2026-07-03 18:00:00,702.76,1900.4,323.05,137.32,0.0,0.98,21.7,47.6
FAC-002,2026-07-03 19:00:00,599.38,1279.6,297.08,109.17,0.0,0.98,20.2,47.9
FAC-002,2026-07-03 20:00:00,274.17,702.0,145.84,64.0,0.0,0.93,18.9,43.3
FAC-002,2026-07-03 21:00:00,256.79,705.0,115.03,53.4,0.0,0.94,17.6,36.8
FAC-002,2026-07-03 22:00:00,272.54,612.7,135.38,65.7,0.0,0.93,16.4,49.4
FAC-002,2026-07-03 23:00:00,256.58,577.2,134.22,48.62,0.0,0.93,15.4,52.9
FAC-002,2026-07-04 00:00:00,216.96,493.5,108.52,46.05,0.0,0.95,17.5,58.4
FAC-002,2026-07-04 01:00:00,229.45,615.9,112.62,51.86,0.0,0.95,16.0,50.0
FAC-002,2026-07-04 02:00:00,231.57,559.2,106.94,53.78,0.0,0.94,17.0,51.5
FAC-002,2026-07-04 03:00:00,215.35,470.1,109.88,44.87,0.0,0.99,18.5,45.3
FAC-002,2026-07-04 04:00:00,212.79,517.4,102.82,46.41,0.0,0.95,19.0,39.2
FAC-002,2026-07-04 05:00:00,230.95,537.9,117.47,52.23,0.0,0.98,21.3,44.2
FAC-002,2026-07-04 06:00:00,227.08,507.5,122.85,43.61,0.0,0.94,23.1,35.8
FAC-002,2026-07-04 07:00:00,208.19,509.1,94.93,40.85,0.0,0.92,23.3,37.8
FAC-002,2026-07-04 08:00:00,644.18,1756.6,337.37,148.8,40.23,0.98,23.5,58.3
FAC-002,2026-07-04 09:00:00,700.43,1771.1,309.68,162.3,94.64,0.96,26.1,50.0
FAC-002,2026-07-04 10:00:00,750.46,1958.8,330.12,161.41,125.36,0.96,28.5,36.6
FAC-002,2026-07-04 11:00:00,676.95,1793.6,320.08,147.29,157.73,0.93,28.1,48.3
FAC-002,2026-07-04 12:00:00,803.24,1860.7,442.23,167.22,170.96,0.97,26.9,58.2
FAC-002,2026-07-04 13:00:00,795.29,1906.5,379.94,144.2,144.69,0.97,28.4,52.5
FAC-002,2026-07-04 14:00:00,765.62,1671.8,420.28,164.03,143.66,0.94,27.6,41.2
FAC-002,2026-07-04 15:00:00,787.7,2046.4,372.22,155.14,112.21,0.93,26.3,52.2
FAC-002,2026-07-04 16:00:00,769.26,1650.2,335.26,154.43,82.29,0.94,25.1,51.6
FAC-002,2026-07-04 17:00:00,726.5,1494.5,344.14,145.53,45.35,0.93,24.9,53.0
FAC-002,2026-07-04 18:00:00,701.39,1634.9,368.37,156.25,0.0,0.94,22.1,48.5
FAC-002,2026-07-04 19:00:00,668.8,1750.3,366.03,161.38,0.0,0.99,19.7,47.4
FAC-002,2026-07-04 20:00:00,216.18,480.3,113.98,41.02,0.0,0.97,18.6,41.6
FAC-002,2026-07-04 21:00:00,223.2,471.4,106.65,48.85,0.0,0.98,18.2,53.1
FAC-002,2026-07-04 22:00:00,229.29,497.9,116.96,48.15,0.0,0.99,15.9,43.4
FAC-002,2026-07-04 23:00:00,222.76,569.3,117.96,46.98,0.0,0.95,16.6,59.4
FAC-002,2026-07-05 00:00:00,214.65,568.2,111.11,46.77,0.0,0.97,17.5,53.8
FAC-002,2026-07-05 01:00:00,221.23,506.7,119.76,41.56,0.0,0.98,14.9,54.7
FAC-002,2026-07-05 02:00:00,204.34,493.4,110.56,46.6,0.0,0.98,15.9,42.1
FAC-002,2026-07-05 03:00:00,217.08,533.7,116.08,51.1,0.0,0.97,16.4,56.8
FAC-002,2026-07-05 04:00:00,207.25,553.6,107.85,43.25,0.0,0.84,19.2,44.4
FAC-002,2026-07-05 05:00:00,229.02,543.4,125.65,45.49,0.0,0.96,21.9,40.9
FAC-002,2026-07-05 06:00:00,211.78,502.3,91.29,38.26,0.0,0.86,21.4,49.0
FAC-002,2026-07-05 07:00:00,204.5,446.5,98.76,40.13,0.0,0.96,24.1,53.8
FAC-002,2026-07-05 08:00:00,620.79,1502.2,272.66,137.74,42.73,0.96,25.1,49.6
FAC-002,2026-07-05 09:00:00,712.32,1674.9,378.27,142.45,92.54,0.98,25.3,52.5
FAC-002,2026-07-05 10:00:00,679.11,1385.8,318.18,156.73,113.76,0.97,26.0,40.9
FAC-002,2026-07-05 11:00:00,730.0,1659.1,318.13,181.0,151.78,0.94,28.2,38.7
FAC-002,2026-07-05 12:00:00,798.41,2010.0,369.91,164.96,170.32,0.94,26.6,53.4
FAC-002,2026-07-05 13:00:00,804.94,1938.9,446.02,197.05,171.59,0.95,28.4,57.1
FAC-002,2026-07-05 14:00:00,817.82,1833.2,438.33,203.24,156.8,0.93,26.6,50.4
FAC-002,2026-07-05 15:00:00,803.22,1696.2,410.52,144.9,112.65,0.95,24.9,43.7
FAC-002,2026-07-05 16:00:00,750.07,2046.4,367.8,161.02,84.97,0.94,25.7,48.9
FAC-002,2026-07-05 17:00:00,688.15,1546.6,337.38,128.13,46.0,0.93,23.6,36.9
FAC-002,2026-07-05 18:00:00,677.73,1640.9,308.08,144.26,0.0,0.95,22.3,58.5
FAC-002,2026-07-05 19:00:00,581.54,1225.9,284.89,140.94,0.0,0.99,19.2,58.3
FAC-002,2026-07-05 20:00:00,227.91,569.0,110.4,48.06,0.0,0.86,18.1,43.6
FAC-002,2026-07-05 21:00:00,214.93,461.0,101.76,40.3,0.0,0.92,19.1,37.9
FAC-002,2026-07-05 22:00:00,224.06,590.5,114.91,50.45,0.0,0.93,17.4,49.7
FAC-002,2026-07-05 23:00:00,201.22,465.4,104.59,43.74,0.0,0.94,17.4,47.4
FAC-002,2026-07-06 00:00:00,259.87,539.7,115.2,47.9,0.0,0.95,16.7,53.6
FAC-002,2026-07-06 01:00:00,252.22,540.8,117.45,55.07,0.0,0.93,17.1,39.5
FAC-002,2026-07-06 02:00:00,257.9,549.9,137.42,55.63,0.0,0.97,16.1,44.4
FAC-002,2026-07-06 03:00:00,257.37,528.6,118.76,53.51,0.0,0.97,16.4,51.3
FAC-002,2026-07-06 04:00:00,277.26,712.8,137.01,53.89,0.0,0.97,20.2,37.6
FAC-002,2026-07-06 05:00:00,279.22,714.8,145.03,68.61,0.0,0.93,19.2,44.7
FAC-002,2026-07-06 06:00:00,259.2,691.5,122.59,57.46,0.0,0.92,21.0,52.4
FAC-002,2026-07-06 07:00:00,270.96,556.4,126.59,52.55,0.0,0.85,23.6,43.0
FAC-002,2026-07-06 08:00:00,611.66,1507.5,316.47,143.6,45.26,0.93,24.0,41.2
FAC-002,2026-07-06 09:00:00,666.64,1667.9,335.42,164.09,80.76,0.98,25.5,41.6
FAC-002,2026-07-06 10:00:00,680.0,1733.0,358.22,124.66,113.49,0.97,27.8,44.7
FAC-002,2026-07-06 11:00:00,720.89,1734.0,364.33,177.6,132.0,0.94,26.4,42.8
FAC-002,2026-07-06 12:00:00,761.5,1763.5,372.05,152.29,151.26,0.98,27.8,44.8
FAC-002,2026-07-06 13:00:00,757.57,1835.6,380.12,148.61,166.07,0.98,26.9,52.9
FAC-002,2026-07-06 14:00:00,747.66,1714.9,338.27,134.72,143.68,0.96,28.3,41.4
FAC-002,2026-07-06 15:00:00,752.66,1627.4,372.45,146.81,114.82,0.97,26.1,52.9
FAC-002,2026-07-06 16:00:00,690.41,1501.0,383.59,163.95,80.92,0.93,25.7,46.7
FAC-002,2026-07-06 17:00:00,729.51,1652.0,371.03,166.36,40.41,0.82,24.6,52.1
FAC-002,2026-07-06 18:00:00,684.56,1856.3,364.88,137.92,0.0,0.94,22.0,54.2
FAC-002,2026-07-06 19:00:00,600.99,1311.4,277.39,149.9,0.0,0.96,19.4,59.3
FAC-002,2026-07-06 20:00:00,280.24,725.2,128.32,62.88,0.0,0.99,19.8,43.5
FAC-002,2026-07-06 21:00:00,260.68,632.7,138.99,55.4,0.0,0.99,18.1,44.1
FAC-002,2026-07-06 22:00:00,272.26,706.0,150.27,59.34,0.0,0.93,16.8,35.5
FAC-002,2026-07-06 23:00:00,264.74,638.1,114.35,52.56,0.0,0.96,16.6,45.4
FAC-002,2026-07-07 00:00:00,276.03,697.4,125.87,52.21,0.0,0.96,16.7,50.6
FAC-002,2026-07-07 01:00:00,265.42,589.6,118.03,63.16,0.0,0.97,16.8,49.9
FAC-002,2026-07-07 02:00:00,258.27,666.6,122.91,57.99,0.0,0.97,16.8,54.8
FAC-002,2026-07-07 03:00:00,265.55,620.0,140.81,60.09,0.0,0.98,19.2,38.0
FAC-002,2026-07-07 04:00:00,406.69,1081.2,264.35,96.29,0.0,0.99,19.6,37.9
FAC-002,2026-07-07 05:00:00,278.7,669.6,133.16,61.7,0.0,0.97,19.1,49.3
FAC-002,2026-07-07 06:00:00,263.21,599.9,115.87,57.71,0.0,0.93,22.1,58.3
FAC-002,2026-07-07 07:00:00,272.15,733.7,117.2,57.14,0.0,0.93,23.6,41.6
FAC-002,2026-07-07 08:00:00,633.89,1622.0,279.9,116.68,43.76,0.96,25.2,44.1
FAC-002,2026-07-07 09:00:00,617.24,1341.0,319.45,149.61,91.81,0.94,25.0,55.3
FAC-002,2026-07-07 10:00:00,727.64,1919.7,322.37,167.53,125.18,0.84,26.1,49.0
FAC-002,2026-07-07 11:00:00,720.1,1484.8,388.74,129.63,135.05,0.94,26.6,50.2
FAC-002,2026-07-07 12:00:00,807.95,1900.6,360.29,157.42,142.33,0.94,28.3,50.4
FAC-002,2026-07-07 13:00:00,716.48,1922.5,349.54,179.1,169.12,0.98,27.0,35.1
FAC-002,2026-07-07 14:00:00,718.53,1853.4,353.13,163.39,156.62,0.99,25.7,51.5
FAC-002,2026-07-07 15:00:00,725.21,1709.3,343.04,144.23,120.91,0.96,25.9,41.3
FAC-002,2026-07-07 16:00:00,715.18,1579.5,376.5,166.62,89.32,0.96,25.0,48.7
FAC-002,2026-07-07 17:00:00,709.2,1516.2,370.92,133.1,47.33,0.92,24.9,36.5
FAC-002,2026-07-07 18:00:00,631.21,1575.9,311.25,150.3,0.0,0.94,21.4,57.7
FAC-002,2026-07-07 19:00:00,629.81,1300.0,297.41,126.3,0.0,0.98,19.9,46.8
FAC-002,2026-07-07 20:00:00,248.14,675.3,134.37,60.25,0.0,0.95,18.6,43.3
FAC-002,2026-07-07 21:00:00,268.53,554.0,132.11,64.61,0.0,0.97,18.5,57.2
FAC-002,2026-07-07 22:00:00,282.07,578.3,133.49,60.71,0.0,0.92,15.6,41.5
FAC-002,2026-07-07 23:00:00,244.08,627.3,133.81,44.07,0.0,0.93,17.4,51.3
FAC-002,2026-07-08 00:00:00,243.11,652.6,135.66,58.7,0.0,0.97,17.2,42.3
FAC-002,2026-07-08 01:00:00,247.09,544.1,135.86,46.91,0.0,0.96,16.6,40.8
FAC-002,2026-07-08 02:00:00,398.55,1072.4,259.06,84.58,0.0,0.95,16.7,46.2
FAC-002,2026-07-08 03:00:00,265.13,548.1,124.92,52.51,0.0,0.96,16.7,51.3
FAC-002,2026-07-08 04:00:00,274.65,745.4,136.08,66.63,0.0,0.98,18.4,59.6
FAC-002,2026-07-08 05:00:00,251.44,690.1,122.57,46.26,0.0,0.96,20.9,47.4
FAC-002,2026-07-08 06:00:00,268.74,694.8,140.58,56.21,0.0,0.94,21.0,44.3
FAC-002,2026-07-08 07:00:00,277.85,615.1,133.3,61.47,0.0,0.93,23.9,59.5
FAC-002,2026-07-08 08:00:00,644.27,1462.6,295.68,127.75,45.08,0.93,23.6,52.6
FAC-002,2026-07-08 09:00:00,621.42,1309.8,281.08,116.32,88.33,0.83,27.4,53.0
FAC-002,2026-07-08 10:00:00,737.91,1867.6,364.6,176.56,123.18,0.99,27.6,46.5
FAC-002,2026-07-08 11:00:00,675.9,1648.2,301.11,152.37,147.23,0.92,29.1,44.9
FAC-002,2026-07-08 12:00:00,788.79,1831.4,419.57,170.65,169.88,0.98,27.3,36.3
FAC-002,2026-07-08 13:00:00,756.36,1997.1,347.76,148.42,171.33,0.96,27.7,44.8
FAC-002,2026-07-08 14:00:00,720.62,1707.5,349.07,147.09,145.12,0.96,27.2,41.1
FAC-002,2026-07-08 15:00:00,702.42,1800.9,371.68,147.45,123.83,0.97,25.9,44.4
FAC-002,2026-07-08 16:00:00,732.22,1565.6,395.68,176.63,80.3,0.96,23.6,57.2
FAC-002,2026-07-08 17:00:00,750.06,1656.6,392.48,175.05,42.14,0.96,23.0,43.0
FAC-002,2026-07-08 18:00:00,633.22,1578.7,337.2,121.39,0.0,0.99,20.9,49.3
FAC-002,2026-07-08 19:00:00,652.36,1585.3,333.31,131.81,0.0,0.93,21.1,59.1
FAC-002,2026-07-08 20:00:00,243.66,635.7,122.06,55.91,0.0,0.93,19.0,43.3
FAC-002,2026-07-08 21:00:00,262.89,682.6,140.37,58.0,0.0,0.94,17.1,48.7
FAC-002,2026-07-08 22:00:00,262.97,719.5,123.95,52.24,0.0,0.93,18.3,35.5
FAC-002,2026-07-08 23:00:00,253.56,688.0,110.37,52.79,0.0,0.92,16.2,56.8
FAC-002,2026-07-09 00:00:00,271.67,738.5,140.84,61.62,0.0,0.98,15.9,44.9
FAC-002,2026-07-09 01:00:00,261.94,719.0,125.72,55.08,0.0,0.93,16.1,50.6
FAC-002,2026-07-09 02:00:00,258.11,596.2,125.43,53.86,0.0,0.98,15.6,37.7
FAC-002,2026-07-09 03:00:00,247.05,596.9,126.11,46.95,0.0,0.92,18.3,47.1
FAC-002,2026-07-09 04:00:00,279.8,741.1,133.37,51.25,0.0,0.98,17.9,59.9
FAC-002,2026-07-09 05:00:00,273.47,736.7,149.87,53.74,0.0,0.94,19.8,58.8
FAC-002,2026-07-09 06:00:00,272.84,600.5,136.19,58.24,0.0,0.97,22.2,41.3
FAC-002,2026-07-09 07:00:00,244.09,538.8,111.3,48.08,0.0,0.95,24.2,49.5
FAC-002,2026-07-09 08:00:00,643.37,1505.7,290.57,151.22,42.6,0.94,23.9,49.1
FAC-002,2026-07-09 09:00:00,686.35,1858.5,375.89,144.42,86.07,0.96,26.5,52.2
FAC-002,2026-07-09 10:00:00,737.91,1705.6,359.08,136.56,127.88,0.93,28.3,57.2
FAC-002,2026-07-09 11:00:00,775.94,1787.5,333.87,160.32,154.91,0.96,27.4,57.6
FAC-002,2026-07-09 12:00:00,750.73,1808.8,420.17,161.07,147.28,0.98,28.9,52.7
FAC-002,2026-07-09 13:00:00,810.94,2224.0,442.89,156.99,145.69,0.98,29.0,48.5
FAC-002,2026-07-09 14:00:00,772.1,1935.2,337.14,179.27,145.34,0.96,26.2,42.0
FAC-002,2026-07-09 15:00:00,718.22,1770.6,399.68,136.98,114.76,0.96,27.1,54.6
FAC-002,2026-07-09 16:00:00,708.05,1486.3,390.8,168.37,89.88,0.95,24.1,46.2
FAC-002,2026-07-09 17:00:00,682.47,1804.3,362.75,163.0,43.29,0.93,22.5,37.1
FAC-002,2026-07-09 18:00:00,661.59,1588.2,362.57,135.91,0.0,0.95,22.6,54.0
FAC-002,2026-07-09 19:00:00,671.21,1559.8,311.89,154.46,0.0,0.97,21.9,53.2
FAC-002,2026-07-09 20:00:00,278.15,659.4,152.25,65.92,0.0,0.94,17.6,48.1
FAC-002,2026-07-09 21:00:00,265.07,571.6,147.54,64.62,0.0,0.95,17.3,55.0
FAC-002,2026-07-09 22:00:00,267.05,570.2,144.45,63.13,0.0,0.97,16.2,36.3
FAC-002,2026-07-09 23:00:00,257.89,669.0,119.32,58.96,0.0,0.94,17.3,35.2
FAC-002,2026-07-10 00:00:00,269.39,551.3,127.11,53.14,0.0,0.94,16.3,39.2
FAC-002,2026-07-10 01:00:00,267.81,553.5,125.53,48.86,0.0,0.92,15.7,54.9
FAC-002,2026-07-10 02:00:00,262.01,586.1,130.13,60.24,0.0,0.93,16.3,46.1
FAC-002,2026-07-10 03:00:00,263.75,678.5,134.68,57.52,0.0,0.97,18.3,56.8
FAC-002,2026-07-10 04:00:00,260.32,544.4,137.8,57.47,0.0,0.86,19.8,58.8
FAC-002,2026-07-10 05:00:00,268.09,564.3,130.19,54.46,0.0,0.96,19.3,50.3
FAC-002,2026-07-10 06:00:00,275.29,750.5,150.78,57.44,0.0,0.98,21.0,45.9
FAC-002,2026-07-10 07:00:00,267.2,565.3,135.16,62.12,0.0,0.98,25.0,37.9
FAC-002,2026-07-10 08:00:00,583.17,1546.7,268.28,106.87,46.91,0.95,25.3,50.8
FAC-002,2026-07-10 09:00:00,642.96,1763.7,306.08,156.51,93.57,0.98,27.2,45.2
FAC-002,2026-07-10 10:00:00,698.74,1463.2,350.77,151.69,116.09,0.98,26.1,54.4
FAC-002,2026-07-10 11:00:00,722.17,1758.0,334.38,173.45,151.3,0.96,27.7,39.8
FAC-002,2026-07-10 12:00:00,774.47,1941.7,424.77,161.29,148.26,0.98,29.1,48.4
FAC-002,2026-07-10 13:00:00,722.39,1956.9,343.33,149.73,158.35,0.98,26.8,43.9
FAC-002,2026-07-10 14:00:00,780.61,2063.5,427.28,193.09,149.87,0.96,27.3,48.9
FAC-002,2026-07-10 15:00:00,721.15,1701.7,344.62,148.18,132.28,0.97,25.5,49.3
FAC-002,2026-07-10 16:00:00,729.92,1957.5,403.55,142.34,78.55,0.98,25.5,58.4
FAC-002,2026-07-10 17:00:00,740.53,1741.1,373.22,153.12,49.08,0.96,23.7,46.8
FAC-002,2026-07-10 18:00:00,705.19,1440.3,343.97,156.01,0.0,0.94,20.8,57.7
FAC-002,2026-07-10 19:00:00,594.51,1543.2,269.67,107.59,0.0,0.98,19.5,42.1
FAC-002,2026-07-10 20:00:00,283.19,667.3,130.88,65.48,0.0,0.94,17.7,55.0
FAC-002,2026-07-10 21:00:00,273.52,596.0,120.04,67.52,0.0,0.98,19.2,46.9
FAC-002,2026-07-10 22:00:00,258.54,558.3,117.37,54.56,0.0,0.99,17.1,50.7
FAC-002,2026-07-10 23:00:00,270.85,608.5,120.56,59.28,0.0,0.99,17.6,35.9
FAC-002,2026-07-11 00:00:00,205.47,519.6,88.65,40.47,0.0,0.94,17.2,52.3
FAC-002,2026-07-11 01:00:00,211.59,528.2,103.52,40.71,0.0,0.95,17.0,50.3
FAC-002,2026-07-11 02:00:00,205.98,453.5,109.35,44.09,0.0,0.93,17.6,40.7
FAC-002,2026-07-11 03:00:00,214.33,571.1,108.31,51.74,0.0,0.85,18.1,48.9
FAC-002,2026-07-11 04:00:00,204.04,526.5,104.89,39.34,0.0,0.94,17.6,45.2
FAC-002,2026-07-11 05:00:00,206.56,508.8,110.18,46.3,0.0,0.94,20.7,46.8
FAC-002,2026-07-11 06:00:00,213.71,436.9,97.51,41.67,0.0,0.94,22.9,40.1
FAC-002,2026-07-11 07:00:00,216.08,454.0,118.67,49.58,0.0,0.86,23.1,54.7
FAC-002,2026-07-11 08:00:00,655.88,1530.9,293.17,126.02,43.46,0.94,23.8,43.8
FAC-002,2026-07-11 09:00:00,618.51,1391.5,341.73,154.04,78.81,0.95,26.5,51.1
FAC-002,2026-07-11 10:00:00,658.95,1766.4,354.72,151.16,122.58,0.97,27.0,47.4
FAC-002,2026-07-11 11:00:00,786.14,1618.2,351.18,179.89,145.37,0.98,27.9,40.7
FAC-002,2026-07-11 12:00:00,738.49,1812.2,342.07,159.12,173.49,0.98,27.9,56.4
FAC-002,2026-07-11 13:00:00,811.74,1999.3,379.82,153.43,169.79,0.98,26.5,47.5
FAC-002,2026-07-11 14:00:00,781.97,1994.2,416.92,156.11,146.91,0.93,27.5,58.7
FAC-002,2026-07-11 15:00:00,707.65,1463.3,350.88,131.63,132.54,0.97,25.8,36.6
FAC-002,2026-07-11 16:00:00,742.82,1755.9,346.54,181.04,82.73,0.96,26.3,44.4
FAC-002,2026-07-11 17:00:00,689.2,1433.5,350.13,148.84,46.81,0.94,22.3,56.4
FAC-002,2026-07-11 18:00:00,700.13,1461.6,333.89,156.03,0.0,0.94,21.4,47.9
FAC-002,2026-07-11 19:00:00,652.94,1525.6,336.47,145.35,0.0,0.95,21.5,40.8
FAC-002,2026-07-11 20:00:00,320.78,672.1,208.51,77.03,0.0,0.93,19.3,41.9
FAC-002,2026-07-11 21:00:00,219.28,565.8,103.55,39.86,0.0,0.94,17.5,49.4
FAC-002,2026-07-11 22:00:00,228.57,593.8,109.32,44.48,0.0,0.95,18.0,40.0
FAC-002,2026-07-11 23:00:00,289.16,656.5,187.95,58.34,0.0,0.94,14.9,58.2
FAC-002,2026-07-12 00:00:00,233.27,513.4,105.51,54.59,0.0,0.93,17.1,45.1
FAC-002,2026-07-12 01:00:00,217.97,526.8,117.9,44.04,0.0,0.95,17.4,39.1
FAC-002,2026-07-12 02:00:00,218.66,507.6,112.71,42.34,0.0,0.99,17.3,53.5
FAC-002,2026-07-12 03:00:00,231.12,566.2,121.51,49.01,0.0,0.97,18.9,43.9
FAC-002,2026-07-12 04:00:00,206.11,549.6,89.64,37.72,0.0,0.97,19.3,56.2
FAC-002,2026-07-12 05:00:00,228.8,581.8,109.08,56.03,0.0,0.94,20.5,38.4
FAC-002,2026-07-12 06:00:00,209.6,524.4,91.55,51.65,0.0,0.98,21.6,47.8
FAC-002,2026-07-12 07:00:00,231.91,585.0,107.37,55.95,0.0,0.99,24.9,52.6
FAC-002,2026-07-12 08:00:00,664.62,1427.3,327.65,141.05,45.59,0.95,23.5,41.8
FAC-002,2026-07-12 09:00:00,950.63,2113.6,617.91,234.01,88.26,0.98,26.5,52.4
FAC-002,2026-07-12 10:00:00,725.7,1682.3,346.8,166.85,108.94,0.95,25.8,38.3
